Product;Synonym
Bucha Espaçadora do Pino da Tranca da Cabine;bucha de fixação do pino da tranca da cabine, bucha de suporte do pino da tranca da cabine, bucha de amortecimento do pino da tranca da cabine;sim
Bucha Espaçadora dos Roletes;bucha de fixação dos roletes, bucha de suporte dos roletes, bucha de amortecimento dos roletes;sim
Bucha Estabilizador;bucha do barra estabilizadora, bucha do estabilizador de suspensão, bucha do braço estabilizador;sim
Bucha Estabilizador da Suspensão Pneumática;bucha do barra estabilizadora da suspensão pneumática, bucha do estabilizador de suspensão pneumática, bucha do braço estabilizador da suspensão pneumática;sim
Bucha Expansiva do Suporte do Altenador;bucha de fixação do suporte do alternador, bucha de suporte expansível do alternador, bucha de amortecimento do suporte do alternador;sim
Bucha Facão;bucha do braço oscilante, bucha do braço de suspensão, bucha do braço articulado;sim
Bucha Facão da Suspensão;bucha do braço oscilante da suspensão, bucha do braço de suspensão oscilante, bucha do braço articulado da suspensão;sim
Bucha Ferro da Bandeja;bucha do braço da bandeja, bucha do braço de controle, bucha do braço de suspensão;sim
Bucha Garfo de Embreagem;bucha de fixação do garfo de embreagem, bucha de suporte do garfo de embreagem, bucha de amortecimento do garfo de embreagem;sim
Bucha Guia da Alavanca do Câmbio;bucha de fixação da alavanca do câmbio;sim
Bucha Guia da Capa do Mancal do Virabrequim;bucha de suporte da capa do mancal do virabrequim, bucha de fixação da capa do mancal do virabrequim, bucha de amortecimento da capa do mancal do virabrequim;sim
Bucha Guia da Dobradiça da Porta;bucha de suporte da dobradiça da porta, bucha de fixação da dobradiça da porta, bucha de amortecimento da dobradiça da porta;sim
Bucha Guia do Cabeçote;bucha de suporte do cabeçote, bucha de fixação do cabeçote, bucha de amortecimento do cabeçote;sim
Bucha Guia do Mancal da Biela;bucha de suporte do mancal da biela, bucha de fixação do mancal da biela, bucha de amortecimento do mancal da biela;sim
Bucha Guia do Volante do Motor;bucha de suporte do volante do motor, bucha de fixação do volante do motor, bucha de amortecimento do volante do motor;sim
Bucha Guia Lateral de Cabine;bucha de suporte lateral de cabine, bucha de fixação lateral de cabine, bucha de amortecimento lateral de cabine;sim
Bucha Hidráulica da Manga de Eixo;bucha de suporte hidráulica da manga de eixo, bucha de fixação hidráulica da manga de eixo, bucha de amortecimento hidráulica da manga de eixo;sim
Bucha Hidráulica do Braço da Suspensão;bucha de suporte hidráulica do braço da suspensão, bucha de fixação hidráulica do braço da suspensão, bucha de amortecimento hidráulica do braço da suspensão;sim
Bucha Intermediária do Feixe de Molas;bucha do meio do feixe de molas, bucha central do feixe de molas, bucha de ligação do feixe de molas;sim
Bucha Jumelo do Feixe de Molas;bucha do conector do feixe de molas, bucha de união do feixe de molas, bucha de acoplamento do feixe de molas;sim
Bucha Lateral;bucha de suporte lateral, bucha de fixação lateral, bucha de amortecimento lateral;sim
Bucha Lateral de Mancal da Balança;bucha de suporte lateral do mancal da balança, bucha de fixação lateral do mancal da balança, bucha de amortecimento lateral do mancal da balança;sim
Bucha Lateral do Mancal do Radiador;bucha de suporte lateral do mancal do radiador, bucha de fixação lateral do mancal do radiador, bucha de amortecimento lateral do mancal do radiador;sim
Bucha Lateral do Radiador;bucha de suporte lateral do radiador, bucha de fixação lateral do radiador, bucha de amortecimento lateral do radiador;sim
Bucha Latonada;bucha de latão, bucha de metal, bucha de bronze;sim
Bucha Mancal do Ventilador;bucha do rolamento do ventilador, bucha do suporte do ventilador, bucha do eixo do ventilador;sim
Bucha Menor Nylon da Bandeja;bucha de nylon inferior da bandeja, bucha pequena de nylon da bandeja, bucha de fixação de nylon inferior da bandeja;sim
Bucha Nylon do Pedal de Freio;bucha de nylon do pedal de freio, bucha de fixação de nylon do pedal de freio, bucha de suporte de nylon do pedal de freio;sim
Bucha Olhal da Bandeja;bucha de suporte do olhal da bandeja, bucha de fixação do olhal da bandeja, bucha de amortecimento do olhal da bandeja;sim
Bucha Olhal da Barra Estabilizadora;bucha de suporte do olhal da barra estabilizadora, bucha de fixação do olhal da barra estabilizadora, bucha de amortecimento do olhal da barra estabilizadora;sim
Bucha Olhal da Mola da Suspensão;bucha de suporte do olhal da mola da suspensão, bucha de fixação do olhal da mola da suspensão, bucha de amortecimento do olhal da mola da suspensão;sim
Bucha Olhal da Ponta;bucha de suporte do olhal da ponta, bucha de fixação do olhal da ponta, bucha de amortecimento do olhal da ponta;sim
Bucha Olhal de Mola;bucha de suporte do olhal de mola, bucha de fixação do olhal de mola, bucha de amortecimento do olhal de mola;sim
Bucha Olhal do Cavalete;bucha de suporte do olhal do cavalete, bucha de fixação do olhal do cavalete, bucha de amortecimento do olhal do cavalete;sim
Bucha Olhal do Feixe da Molas;bucha de suporte do olhal do feixe das molas, bucha de fixação do olhal do feixe das molas, bucha de amortecimento do olhal do feixe das molas;sim
Bucha Olho de Cabine;bucha de suporte do olho de cabine, bucha de fixação do olho de cabine, bucha de amortecimento do olho de cabine;sim
Bucha Oscilante da Cruzeta;bucha de oscilação da cruzeta, bucha de articulação da cruzeta, bucha de ligação da cruzeta;sim
Bucha Oscilante do Eixo;bucha de oscilação do eixo, bucha de articulação do eixo, bucha de ligação do eixo;sim
Bucha para Aperto de Forração do Assoalho;bucha de fixação da forração do assoalho, bucha de aperto da forração do assoalho, bucha de fixação da cobertura do assoalho;sim
Bucha para Porta Objetos;bucha de suporte do porta objetos, bucha de fixação do porta objetos, bucha de aperto do porta objetos;sim
Bucha Para-choque;bucha de amortecimento do para-choque, bucha de suporte do para-choque, bucha de fixação do para-choque;sim
Bucha Parte do Amortecedor;bucha de suporte do amortecedor, bucha de fixação do amortecedor, bucha de amortecimento do amortecedor;sim
Bucha Pequena do Braço da Suspensão;bucha de suporte pequena do braço da suspensão, bucha de fixação pequena do braço da suspensão, bucha de amortecimento pequena do braço da suspensão;sim
Bucha Pequena Facão da Suspensão; bucha de suporte pequena facão da suspensão, bucha de fixação pequena facão da suspensão, bucha de amortecimento pequena facão da suspensão;sim
Bucha Ponta da Barra Estabilizadora;bucha de suporte da ponta da barra estabilizadora, bucha de fixação da ponta da barra estabilizadora, bucha de amortecimento da ponta da barra estabilizadora;sim
Bucha Posterior Travessa do Eixo;bucha de suporte posterior da travessa do eixo, bucha de fixação posterior da travessa do eixo, bucha de amortecimento posterior da travessa do eixo;sim
Bucha Refil do Coxim da Bandeja;bucha de substituição do coxim da bandeja, bucha de reposição do coxim da bandeja, bucha de amortecimento do coxim da bandeja;sim
Bucha Refil do Coxim do Motor;bucha de substituição do coxim do motor, bucha de reposição do coxim do motor, bucha de amortecimento do coxim do motor;sim
Bucha Reparo Alavanca do Câmbio;bucha de restauração da alavanca do câmbio, bucha de substituição da alavanca do câmbio, bucha de recuperação da alavanca do câmbio;sim
Bucha Reparo da Caixa de Direção Elétrica;bucha de restauração da caixa de direção elétrica, bucha de substituição da caixa de direção elétrica, bucha de recuperação da caixa de direção elétrica;sim
Bucha Reparo da Manga de Eixo;bucha de restauração da manga de eixo, bucha de substituição da manga de eixo, bucha de recuperação da manga de eixo;sim
Bucha Reparo do Eixo S;bucha de restauração do eixo s, bucha de substituição do eixo s, bucha de recuperação do eixo s;sim
Bucha Seletor da Reduzida;bucha de suporte do seletor da reduzida;sim
Bucha Seletora da Caixa;bucha de seleção da caixa, bucha do seletor da caixa, bucha de engate da caixa;sim
Bucha Silenciosa;bucha de amortecimento, bucha antirruído, bucha de redução de vibração;sim
Bucha Suporte da Bandeja;bucha de fixação da bandeja, bucha de apoio da bandeja, bucha de suporte da suspensão;sim
Bucha Suporte de Cabine;bucha de fixação de cabine, bucha de apoio de cabine, bucha de suporte de carroceria;sim
Bucha Suporte do Alternador;bucha de fixação do alternador, bucha de apoio do alternador, bucha de suporte do gerador;sim
Bucha Suporte do Amortecedor;bucha de fixação do amortecedor, bucha de apoio do amortecedor, bucha de suporte da suspensão;sim
Bucha Suporte do Ar-condicionado;bucha de fixação do ar-condicionado, bucha de apoio do ar-condicionado, bucha de suporte do sistema de ar-refrigeração;sim
Bucha Suporte do Feixo de Molas;bucha de fixação do feixe de molas, bucha de apoio do feixe de molas, bucha de suporte da suspensão;sim
Bucha Suporte do Motor;bucha de fixação do motor, bucha de apoio do motor, bucha de suporte do grupo motor-propulsor;sim
Bucha Suspensão Cabine;bucha de suspensão de cabine, bucha de amortecimento de cabine, bucha de suporte da carroceria;sim
Bucha Tensor Suspensão;bucha de tensionamento da suspensão, bucha de regulagem da suspensão, bucha de apoio da suspensão;sim
Bucha Terminal do Eixo;bucha de extremidade do eixo, bucha de terminação do eixo, bucha de ligação do eixo;sim
Bucha Tirante da Suspensão;bucha de ligação da suspensão, bucha de amortecimento do tirante, bucha de suporte do tirante;sim
Bucha Transversal do Eixo;bucha de fixação transversal do eixo, bucha de apoio transversal do eixo, bucha de suporte transversal do eixo;sim
Bucha V do Eixo;bucha de fixação em v do eixo, bucha de apoio em v do eixo, bucha de suporte em v do eixo;sim
Bujão Conexão do Radiador;bujão de conexão do radiador, bujão de ligação do radiador, bujão de fixação do radiador;sim
Bujão da Calota de Roda;bujão de fixação da calota de roda, bujão de proteção da calota de roda, bujão de cobertura da calota de roda;sim
Bujão da Carcaça da Válvula Termostatica;bujão de vedação da válvula termostática, bujão de fixação da válvula termostática, bujão de proteção da válvula termostática;sim
Buzina;buzina de sinalização, buzina de aviso, buzina de alerta;sim
Cabeçote do Motor;cabeça do motor, culatra do motor;sim
Cabo Acionador da Ré;cabo de marcha à ré, cabo do engate da ré, cabo de ré;sim
Cabo Auxiliar de Partida;cabo de chupeta, cabo de ligação de bateria, cabo de partida de emergência;sim
Cabo da Alavanca do Freio de Mão;cabo de freio de estacionamento, cabo do freio de mão, cabo de acionamento do freio de estacionamento;sim
Cabo da Caçamba;cabo limitador da caçamba, limitador de caçamba;sim
Cabo de Bateria;cordoalha;sim
Cabo de Embreagem;cabo do pedal de embreagem, cabo de acionamento da embreagem, cabo de ligação da embreagem;sim
Cabo de Extensão;cabo alongador, cabo de prolongamento, cabo de extensor;sim
Cabo de Liberação do Estacionamento;cabo de desengate do freio de estacionamento, cabo de liberação do freio de estacionamento;sim
Cabo de Seleção das Marchas;alavanca de mudanças, cabo seletor de marchas, cabo de engate de marchas;sim
Cabo do Acelerador;Quebra Galho;sim
Cabo do Trambulador;cabo do seletor de marchas, cabo do engate de marchas, cabo do cambio;sim
Cabo Engate das Marchas;cabo de seleção das marchas, cabo do trambulador, cabo do cambio;sim
Cabo Intermediário do Freio de Mão;cabo do freio de estacionamento intermediário, cabo do travão de mão intermediário, cabo do freno de mano intermediário;sim
Cabo Liberação do Pedal;cabo do pedal de embreagem, cabo da embreagem, cabo de acionamento do pedal;sim
Cabos de Transmissão;cablagem de transmissão, fiação de transmissão, cablagem de cambio;sim
Caixa da Alanca do Câmbio;carcaça da alavanca de mudanças, invólucro da alavanca de marchas, caixa da alavanca de engate;sim
Caixa de Direção;caixa de volante, caixa de direção automotiva, caixa de direção do carro;sim
Caixa de Direção Elétrica;caixa de direção com assistência elétrica, caixa de direção eletrônica, caixa de direção com auxílio elétrico;sim
Caixa de Direção Hidráulica;caixa de direção assistida hidraulicamente, caixa de direção com assistência hidráulica, caixa de direção fluida;sim
Caixa de Direção Mecânica;caixa de direção manual, caixa de direção não assistida, caixa de direção convencional;sim
Caixa de Ferramanta;caixa de ferramentas, maleta de ferramentas, baú de ferramentas;sim
Caixa do Filtro de Ar;carcaça do filtro de ar, habitação do filtro de ar, caixa do filtro de ar do motor;sim
Caixa do Radiador;caixa de resfriamento, carcaça do radiador, habitação do radiador;sim
Caixa do Trambulador;caixa de engate de marchas, caixa de seleção de marchas, caixa de mudanças;sim
Caixa Rótula da Alavanca do Câmbio;invólucro articulado da alavanca de mudanças, caixa de acoplamento da alavanca de marchas, caixa de ligação da alavanca de engate;sim
Caixa Seletora Cabos Trasmissão;caixa de seleção de cabos de transmissão, caixa de engate de cabos de transmissão, caixa de mudanças dos cabos de transmissão;sim
Calço Anti Ruído Tampa;amortecedor de ruído tampa, calço de isolamento tampa, bucha antivibração tampa;sim
Calço Coxim do Amortecedor;coifa do amortecedor, batente do amortecedor, bucha do amortecedor;sim
Calço da Alça do Capô;batente da alça do capô, amortecedor da alça do capô, bucha da alça do capô;sim
Calço da Caixa do Filtro de Ar;batente da caixa do filtro de ar, amortecedor da caixa do filtro de ar, bucha da caixa do filtro de ar;sim
Calço da Carroceria;batente da carroceria, amortecedor da carroceria, bucha da carroceria;sim
